training_completed,business_division,department,engagement_score,tenure,leadership_score,overtime,incidents,duration_elearning,time_in_title,delta_trainings_last_year,risk_of_leaving,leadership_score2,date,id
1,SB,ADC,4.0,9.0,3.8991151877609513,28.0,2.0,114.0,18.0,6.0,0.341456525729151,-2.8239461428897306,2019-02-14,2905
1,WM,POR,3.0,8.0,4.999717265290034,31.0,1.0,116.0,16.0,5.0,0.4544656718841553,-1.2705012514536254,2019-01-28,2906
1,SB,NAP,4.0,9.0,4.30043592672048,66.0,1.0,148.0,16.0,4.0,0.5173992787105997,-2.2575019533933047,2019-02-07,2907
0,IB,AML,3.0,11.0,5.406905179720195,45.0,1.0,106.0,13.0,5.0,0.44069840724904563,-0.695775836664156,2019-03-19,2908
1,WM,ABD,3.0,9.0,8.664402830669047,43.0,1.0,124.0,16.0,4.0,0.7321186650635874,3.9020194865033053,2019-02-18,2909
1,AM,HDO,4.0,8.0,4.355706937028581,66.0,1.0,130.0,20.0,5.0,0.3580918891043562,-2.1794896814190494,2019-01-16,2910
1,AM,HDO,3.0,16.0,5.650213908525565,30.0,1.0,85.0,15.0,3.0,0.5296472434859035,-0.35235771169289265,2019-02-04,2911
1,IB,GHL,2.0,10.0,5.502051301756932,21.0,1.0,87.0,15.0,6.0,0.44271898209550536,-0.5614818350121199,2019-02-26,2912
1,IB,NAP,3.0,10.0,7.185872818824228,60.0,1.0,81.0,14.0,4.0,0.5590781784299892,1.815148181579197,2019-02-19,2913
1,SB,QHA,2.0,18.0,6.470431752313755,24.0,1.0,122.0,0.0,3.0,0.797486445258283,0.8053388303289735,2019-03-29,2914
0,IB,HDO,3.0,9.0,5.0010300332543585,41.0,1.0,155.0,13.0,5.0,0.5001858224985286,-1.2686483450040957,2019-02-04,2915
1,AM,QHA,4.0,13.0,4.142659107684852,44.0,1.0,143.0,17.0,4.0,0.5061208823676713,-2.480196057395174,2019-01-01,2916
1,SB,ADC,4.0,10.0,5.213819206435707,27.0,1.0,84.0,15.0,4.0,0.3634811208175538,-0.9683070492893031,2019-01-26,2917
0,IB,POR,5.0,8.0,5.27042888560089,54.0,1.0,196.0,11.0,2.0,0.4175195869451006,-0.8884053130483323,2019-02-04,2918
0,WM,AML,3.0,7.0,5.377879931404194,43.0,2.0,147.0,15.0,6.0,0.53785220331123,-0.736743525749737,2019-01-04,2919
1,SB,POR,3.0,3.0,3.160571943934217,63.0,1.0,107.0,18.0,6.0,0.16106046098426977,-3.8663630641834055,2019-01-05,2920
0,WM,ZEF,3.0,10.0,4.146690111307441,58.0,2.0,138.0,18.0,5.0,0.29862494118801974,-2.4745064970057102,2019-02-20,2921
1,IB,ZEF,4.0,10.0,5.4775179318781815,46.0,1.0,79.0,14.0,4.0,0.4681061660741442,-0.5961094619137679,2019-01-19,2922
1,SB,HDO,2.0,10.0,5.109618879634524,45.0,1.0,86.0,14.0,6.0,0.45410903442635203,-1.1153806089891685,2019-02-27,2923
0,SB,ABD,3.0,12.0,3.617526548987271,47.0,2.0,180.0,15.0,5.0,0.4309866781168464,-3.2213944498850084,2019-01-27,2924
0,IB,GHL,2.0,16.0,3.8195892859692004,32.0,1.0,139.0,18.0,5.0,0.46959448258404946,-2.936192983412326,2019-02-28,2925
0,SB,ZEF,4.0,6.0,7.274859889516832,23.0,1.0,140.0,11.0,3.0,0.5167967018243289,1.9407489897129042,2019-02-23,2926
1,IB,QHA,4.0,12.0,4.007809356207494,34.0,1.0,94.0,18.0,5.0,0.4251200878928969,-2.670529750035688,2019-01-28,2927
0,SB,NAP,3.0,7.0,5.343507405486679,49.0,1.0,97.0,16.0,5.0,0.3116081112113437,-0.7852586302389053,2019-02-11,2928
1,SB,ABD,4.0,11.0,6.659792947274532,53.0,1.0,72.0,16.0,4.0,0.5646678959911248,1.0726127042875504,2019-03-11,2929
1,WM,NAP,4.0,8.0,5.046610593608457,55.0,1.0,105.0,14.0,5.0,0.5782946055222757,-1.2043136594019788,2019-03-21,2930
1,SB,GLI,4.0,13.0,3.4008019676759544,66.0,1.0,134.0,17.0,4.0,0.4802501763740622,-3.527290377723467,2019-02-14,2931
1,AM,POR,3.0,10.0,8.145609439526542,39.0,1.0,109.0,15.0,4.0,0.7768933011423185,3.1697685125723174,2019-03-29,2932
1,IB,ABD,3.0,14.0,7.541890513942849,27.0,1.0,31.0,13.0,4.0,0.6604054209012018,2.3176493861785183,2019-03-01,2933
0,IB,POR,3.0,6.0,4.500365401096467,29.0,1.0,95.0,16.0,7.0,0.33347456679749143,-1.9753114805984957,2019-03-10,2934
1,WM,ADC,3.0,12.0,4.737441212802871,14.0,2.0,131.0,24.0,5.0,0.4029134230941501,-1.6406908069712007,2019-03-10,2935
0,IB,AML,2.0,13.0,6.59970046167166,45.0,2.0,130.0,25.0,4.0,0.5018978312079858,0.9877951606181281,2019-01-13,2936
0,IB,GLI,2.0,12.0,5.826088611312115,56.0,1.0,168.0,21.0,5.0,0.6619513888229689,-0.10411934820552993,2019-01-11,2937
1,WM,QHA,4.0,13.0,3.4457561558097396,34.0,1.0,151.0,22.0,3.0,0.35053241418442327,-3.463839785242425,2019-02-20,2938
1,AM,POR,4.0,9.0,6.310662724486767,44.0,2.0,109.0,11.0,5.0,0.3145243250807127,0.5798328230672454,2019-03-03,2939
1,AM,GLI,3.0,8.0,4.004016403354326,58.0,1.0,105.0,18.0,5.0,0.313127237920757,-2.675883313647379,2019-02-28,2940
1,SB,POR,4.0,13.0,5.395908265702724,29.0,1.0,111.0,20.0,4.0,0.6205474863017233,-0.7112974318444546,2019-01-17,2941
0,IB,ZEF,4.0,11.0,5.000057077070721,62.0,2.0,179.0,13.0,3.0,0.405749261544671,-1.2700216240882634,2019-03-31,2942
0,IB,GHL,3.0,11.0,7.781592033322935,42.0,2.0,153.0,9.0,3.0,0.7256245577329522,2.655976115114415,2019-02-21,2943
1,IB,ZEF,3.0,10.0,4.555805563174966,42.0,2.0,127.0,24.0,5.0,0.38098848827757137,-1.8970604593442162,2019-01-02,2944
1,SB,GHL,3.0,8.0,6.41720095681218,38.0,1.0,66.0,20.0,6.0,0.4805912420637988,0.7302062197085684,2019-03-03,2945
1,WM,ADC,3.0,12.0,5.743410015433521,42.0,0.0,100.0,17.0,3.0,0.5317658350161385,-0.22081605905225254,2019-03-05,2946
0,SB,AML,2.0,18.0,5.202990026609894,47.0,1.0,151.0,23.0,3.0,0.5123141292863294,-0.9835918960312043,2019-03-17,2947
0,IB,QHA,3.0,12.0,5.2851530605218295,48.0,2.0,77.0,11.0,7.0,0.47036712543901465,-0.8676228751640648,2019-02-18,2948
0,SB,GHL,3.0,12.0,5.161929104938584,32.0,2.0,120.0,17.0,5.0,0.3162543410688002,-1.041547337248578,2019-03-27,2949
0,WM,GHL,3.0,9.0,6.115336042951638,30.0,1.0,123.0,10.0,5.0,0.6346740852856076,0.3041389626003155,2019-02-25,2950
1,WM,HDO,4.0,12.0,6.001855513867875,19.0,1.0,86.0,13.0,3.0,0.4235080418678141,0.14396686063735453,2019-01-29,2951
1,WM,NAP,4.0,7.0,2.7220812124163283,46.0,1.0,103.0,18.0,6.0,0.340064840303865,-4.4852708426857095,2019-03-08,2952
0,IB,ZEF,3.0,13.0,4.889371948390736,45.0,1.0,146.0,23.0,4.0,0.4509706203402061,-1.4262481579249915,2019-03-17,2953
1,WM,QHA,3.0,10.0,6.0826371433558375,39.0,1.0,41.0,14.0,6.0,0.58185675295645,0.25798609811843454,2019-03-19,2954
1,SB,GLI,3.0,7.0,6.147392791313461,41.0,2.0,137.0,13.0,6.0,0.5866318800749227,0.3493854626710129,2019-02-25,2955
0,WM,GHL,3.0,6.0,6.169220330504394,41.0,2.0,124.0,12.0,7.0,0.37165699467510793,0.3801939446292697,2019-01-21,2956
1,AM,ABD,4.0,10.0,5.894660421712092,39.0,2.0,102.0,4.0,5.0,0.48618076593625725,-0.007333660864726976,2019-03-26,2957
1,AM,POR,3.0,11.0,6.967512321728062,59.0,1.0,116.0,11.0,5.0,0.6853761843543765,1.5069432402737672,2019-01-06,2958
0,IB,QHA,2.0,12.0,4.9662805686176466,59.0,2.0,145.0,12.0,6.0,0.5402188917665657,-1.317695479678991,2019-01-30,2959
0,SB,ABD,4.0,8.0,7.195565696149332,27.0,1.0,146.0,10.0,4.0,0.6458372097889873,1.8288291940644776,2019-01-30,2960
1,AM,ADC,2.0,9.0,5.314313627487375,39.0,1.0,109.0,11.0,6.0,0.48503670199707793,-0.8264641905596284,2019-03-31,2961
1,SB,POR,4.0,10.0,6.788562047274799,41.0,1.0,141.0,12.0,3.0,0.5787964124289051,1.254363860908417,2019-01-11,2962
0,WM,GLI,2.0,10.0,3.5297307903741295,39.0,1.0,166.0,7.0,5.0,0.5470659528597039,-3.345313780487706,2019-01-11,2963
1,SB,ZEF,3.0,12.0,6.279637567206508,47.0,1.0,76.0,12.0,4.0,0.5212783253706958,0.5360423623121437,2019-01-02,2964
1,IB,ZEF,4.0,14.0,2.817314337707123,37.0,1.0,137.0,23.0,4.0,0.32979857916268235,-4.350854040283689,2019-03-27,2965
1,AM,HDO,3.0,7.0,6.2323398239139225,35.0,2.0,113.0,16.0,6.0,0.5126227878364734,0.4692839587124731,2019-03-25,2966
1,IB,ADC,3.0,12.0,6.610915040808972,26.0,1.0,155.0,7.0,3.0,0.5649301103756209,1.0036239792494484,2019-01-29,2967
1,SB,GHL,3.0,10.0,5.182215452411429,47.0,1.0,95.0,15.0,5.0,0.48458489489784246,-1.0129141704655937,2019-03-09,2968
1,WM,AML,3.0,13.0,6.264188219277124,51.0,1.0,108.0,11.0,3.0,0.6372082498939987,0.5142363789263946,2019-01-05,2969
0,SB,QHA,4.0,7.0,6.31126895971912,37.0,1.0,159.0,8.0,3.0,0.512982665846694,0.5806884938350316,2019-03-01,2970
1,WM,QHA,3.0,10.0,7.258152921479812,48.0,1.0,82.0,16.0,6.0,0.7328958146750485,1.9171679383244138,2019-03-17,2971
1,SB,GHL,4.0,9.0,2.719413360205462,45.0,1.0,144.0,25.0,5.0,0.24522140979142895,-4.489036382904732,2019-01-03,2972
1,SB,HDO,4.0,9.0,3.4222033910081904,34.0,1.0,106.0,21.0,5.0,0.318339573098304,-3.4970833370284664,2019-01-18,2973
1,WM,HDO,3.0,15.0,6.427243448782432,29.0,1.0,136.0,2.0,3.0,0.6778781674648161,0.7443806958130469,2019-01-15,2974
0,IB,QHA,3.0,11.0,3.83845566375515,38.0,2.0,138.0,14.0,6.0,0.4378872669968652,-2.9095640329588752,2019-03-19,2975
0,AM,ADC,3.0,7.0,5.81854257754226,27.0,1.0,196.0,11.0,3.0,0.4742739268432786,-0.11477019818094014,2019-01-12,2976
1,IB,HDO,2.0,13.0,7.898594439998196,42.0,2.0,66.0,10.0,5.0,0.7086783288071838,2.8211191714890402,2019-01-07,2977
1,SB,POR,2.0,14.0,6.821850610028032,34.0,1.0,23.0,8.0,5.0,0.49637430671970734,1.301349005501597,2019-03-24,2978
0,IB,NAP,3.0,11.0,4.600080196106505,28.0,2.0,189.0,12.0,4.0,0.5619097791074429,-1.8345690251084004,2019-02-27,2979
0,AM,ADC,3.0,8.0,4.096263998307997,54.0,2.0,163.0,10.0,6.0,0.42885365239296097,-2.5456804382814107,2019-03-17,2980
1,IB,QHA,3.0,9.0,5.671946003198056,24.0,1.0,105.0,17.0,6.0,0.5727728066890574,-0.3216839449079165,2019-02-06,2981
0,SB,GHL,3.0,12.0,4.8106263814283,49.0,2.0,168.0,12.0,6.0,0.5169808427270924,-1.5373935947895743,2019-02-03,2982
1,WM,ADC,3.0,11.0,6.5449662711605034,31.0,1.0,122.0,10.0,4.0,0.6582905677257551,0.9105405829897297,2019-01-03,2983
1,SB,GLI,3.0,10.0,4.984700043969866,43.0,1.0,109.0,12.0,5.0,0.5413023407778533,-1.2916973097018118,2019-03-19,2984
0,WM,AML,3.0,11.0,4.327443683334497,35.0,2.0,144.0,7.0,5.0,0.43995489150248,-2.2193818531338323,2019-02-19,2985
0,IB,ZEF,3.0,5.0,6.576567335149244,36.0,2.0,124.0,12.0,6.0,0.48103695090292015,0.9551439073151442,2019-03-30,2986
1,IB,GHL,4.0,11.0,6.150257700488905,39.0,1.0,119.0,13.0,3.0,0.4450865600143297,0.35342913895864403,2019-03-17,2987
1,WM,POR,4.0,14.0,5.23079942315413,36.0,1.0,148.0,7.0,2.0,0.3911795593393965,-0.9443403210273198,2019-02-09,2988
0,AM,QHA,3.0,11.0,4.8728790741749926,39.0,2.0,108.0,11.0,7.0,0.4980920853431946,-1.4495270265721096,2019-02-23,2989
0,IB,GLI,3.0,10.0,5.974038779800952,34.0,2.0,163.0,12.0,4.0,0.5139518724582789,0.10470492908647833,2019-01-19,2990
1,AM,QHA,4.0,11.0,3.6215255373077504,41.0,1.0,85.0,23.0,5.0,0.2620682552889744,-3.2157500774962995,2019-03-28,2991
1,WM,ADC,4.0,10.0,4.325130769284635,53.0,2.0,104.0,6.0,5.0,0.2483476426661476,-2.2226464158567687,2019-01-03,2992
1,AM,GLI,3.0,9.0,6.065857337907543,50.0,1.0,126.0,15.0,5.0,0.5690773667467568,0.23430224035990233,2019-03-20,2993
1,AM,AML,3.0,15.0,6.818206734996721,46.0,1.0,109.0,10.0,3.0,0.748934836909203,1.2962058577936357,2019-03-09,2994
0,AM,AML,4.0,6.0,5.715708811919436,57.0,1.0,122.0,10.0,5.0,0.5350178200445764,-0.2599149249949696,2019-01-31,2995
1,WM,ABD,4.0,13.0,3.085753979742886,26.0,1.0,186.0,17.0,3.0,0.5706832509282305,-3.9719648857987218,2019-01-21,2996
0,SB,ADC,3.0,10.0,5.601492553553615,32.0,2.0,128.0,11.0,5.0,0.4906900769805801,-0.42112547211266227,2019-01-26,2997
1,WM,NAP,4.0,10.0,7.648851078810792,50.0,1.0,167.0,10.0,3.0,0.8192781905937501,2.468618884121189,2019-01-04,2998
1,AM,GLI,3.0,8.0,7.499924169408604,41.0,2.0,93.0,16.0,6.0,0.673339693995058,2.2584159857879507,2019-01-28,2999
0,SB,ZEF,3.0,10.0,5.322960064366954,56.0,2.0,112.0,12.0,6.0,0.45728635355296093,-0.8142601765259089,2019-03-14,3000
1,AM,GLI,3.0,13.0,5.549635901209898,32.0,1.0,115.0,15.0,4.0,0.5691794137801812,-0.49431854826165444,2019-01-29,3001
1,SB,GLI,4.0,12.0,6.007815008961987,40.0,1.0,19.0,13.0,5.0,0.3814973139968298,0.15237839047043422,2019-01-05,3002
1,AM,ABD,4.0,10.0,6.218760081118233,28.0,1.0,144.0,12.0,2.0,0.5415237930544534,0.4501168296440431,2019-01-10,3003
0,IB,ABD,2.0,13.0,4.637857494086763,46.0,1.0,148.0,16.0,6.0,0.6128339426873688,-1.7812482548156163,2019-01-02,3004
1,AM,GHL,4.0,11.0,3.6600633371600084,35.0,1.0,153.0,19.0,4.0,0.469045508534176,-3.1613558967747064,2019-03-02,3005
1,IB,NAP,4.0,9.0,5.622666842055182,53.0,1.0,145.0,13.0,3.0,0.46789832957506705,-0.3912390208927985,2019-02-10,3006
0,AM,GHL,3.0,3.0,7.082979717404898,29.0,2.0,113.0,20.0,6.0,0.4095843799975838,1.669919705250385,2019-03-05,3007
1,IB,HDO,2.0,11.0,8.584132612885277,63.0,1.0,142.0,20.0,4.0,0.9364601543000276,3.788722081113508,2019-02-05,3008
1,IB,ABD,3.0,9.0,4.667836528107879,50.0,1.0,157.0,18.0,5.0,0.48209863313351786,-1.73893434481933,2019-02-04,3009
1,WM,GHL,3.0,7.0,6.4196804594983625,37.0,1.0,123.0,14.0,5.0,0.6097707654964408,0.7337059139757267,2019-03-27,3010
1,IB,POR,3.0,12.0,7.881834401748249,39.0,1.0,84.0,14.0,3.0,0.6802937275232278,2.7974632141442135,2019-01-19,3011
1,IB,QHA,3.0,9.0,5.728415460036743,45.0,2.0,81.0,14.0,5.0,0.3033036864594856,-0.24198012548103343,2019-01-04,3012
0,IB,ADC,3.0,14.0,5.665143814146589,55.0,2.0,163.0,10.0,5.0,0.6501392453901477,-0.33128489519533255,2019-03-30,3013
0,WM,POR,4.0,8.0,4.806007903557541,35.0,2.0,138.0,10.0,5.0,0.4824977347654577,-1.5439123457541797,2019-03-29,3014
1,IB,AML,3.0,11.0,5.7330156942609936,36.0,2.0,116.0,21.0,5.0,0.5003772006477233,-0.23548712451276788,2019-02-01,3015
1,AM,POR,4.0,12.0,2.4418660270853922,32.0,1.0,147.0,22.0,4.0,0.35529654969765956,-4.880780588708028,2019-01-15,3016
1,AM,ABD,3.0,13.0,5.594295500072331,50.0,1.0,163.0,17.0,4.0,0.686832171822329,-0.43128375383151285,2019-02-24,3017
0,IB,AML,3.0,6.0,9.650976425531162,38.0,2.0,111.0,5.0,4.0,0.7316428619009552,5.294518866847065,2019-02-13,3018
0,WM,NAP,3.0,12.0,5.0865153527500455,42.0,1.0,172.0,11.0,3.0,0.48975063002897756,-1.147990083880788,2019-03-07,3019
0,IB,GHL,4.0,12.0,6.756101227574214,43.0,1.0,217.0,8.0,1.0,0.6578395803604884,1.2085470343139115,2019-02-19,3020
0,WM,ADC,4.0,11.0,6.61252625167814,36.0,2.0,147.0,9.0,4.0,0.6268206720499566,1.0058981229611823,2019-02-28,3021
0,IB,HDO,4.0,11.0,5.176795674787127,36.0,2.0,111.0,10.0,6.0,0.4065725057545095,-1.020563916032215,2019-01-26,3022
0,IB,HDO,2.0,10.0,5.416214403928885,27.0,2.0,127.0,13.0,6.0,0.40552620354172614,-0.682636331401101,2019-01-25,3023
1,SB,ADC,3.0,10.0,5.418455495873327,34.0,1.0,83.0,17.0,6.0,0.4882105001528623,-0.6794731419946736,2019-01-14,3024
1,AM,ZEF,3.0,8.0,6.9363483680357385,34.0,1.0,96.0,14.0,5.0,0.6778678472674218,1.4629568753116184,2019-01-12,3025
1,WM,NAP,3.0,11.0,6.397753899301828,41.0,2.0,76.0,10.0,6.0,0.5361518480763788,0.702757668811097,2019-01-02,3026
1,AM,GLI,2.0,9.0,7.453222401950859,62.0,2.0,47.0,10.0,7.0,0.6011775719313177,2.1924987723286153,2019-03-09,3027
1,AM,AML,3.0,13.0,6.702437382829581,44.0,1.0,81.0,14.0,4.0,0.50636005592846,1.1328031963043312,2019-01-27,3028
1,AM,GLI,3.0,10.0,6.828009107547532,38.0,1.0,78.0,17.0,6.0,0.6424708808466045,1.3100414173241046,2019-03-14,3029
1,SB,ABD,4.0,9.0,4.8762515177018955,45.0,1.0,116.0,22.0,5.0,0.443494220355881,-1.4447669908830212,2019-02-14,3030
1,IB,ABD,3.0,9.0,6.156778216079046,35.0,2.0,94.0,17.0,6.0,0.44978736882503456,0.36263252121626643,2019-02-22,3031
0,IB,HDO,2.0,14.0,5.129365123197358,50.0,2.0,142.0,19.0,5.0,0.4470596556038157,-1.087509771913697,2019-01-16,3032
1,AM,ADC,2.0,13.0,6.273634039880339,43.0,1.0,88.0,11.0,4.0,0.6194121524640173,0.5275686831815608,2019-02-04,3033
0,WM,GHL,3.0,9.0,6.069305940250557,34.0,2.0,125.0,16.0,5.0,0.4462209898376524,0.2391697704161566,2019-02-06,3034
1,IB,GHL,3.0,13.0,7.187893986245498,27.0,1.0,119.0,22.0,4.0,0.7209923924055347,1.8180009584995869,2019-02-21,3035
0,IB,QHA,2.0,10.0,6.602605969738767,56.0,2.0,112.0,18.0,6.0,0.5840838502233976,0.9918961402146844,2019-01-24,3036
1,AM,ZEF,2.0,9.0,7.981097423097223,42.0,1.0,82.0,12.0,6.0,0.7057741780870744,2.937568013663823,2019-01-28,3037
1,IB,ABD,3.0,9.0,6.6794434945243175,21.0,1.0,96.0,11.0,5.0,0.5522734901887315,1.10034847079422,2019-02-01,3038
0,WM,POR,2.0,12.0,3.08392005700233,36.0,2.0,170.0,17.0,5.0,0.325834203996214,-3.974553376199359,2019-02-27,3039
0,IB,ZEF,2.0,14.0,4.337565610773049,47.0,2.0,159.0,15.0,5.0,0.4913472709225909,-2.205095257831189,2019-01-20,3040
1,IB,ADC,3.0,13.0,4.726491112051852,35.0,1.0,86.0,12.0,4.0,0.5400437139310663,-1.6561463275627761,2019-03-14,3041
0,SB,ZEF,2.0,13.0,2.792126667612924,49.0,2.0,139.0,18.0,6.0,0.30141207926865354,-4.386405179277407,2019-03-04,3042
1,IB,NAP,3.0,12.0,5.517945648573591,40.0,1.0,68.0,19.0,5.0,0.40585485791419773,-0.5390477579108962,2019-03-27,3043
1,IB,POR,3.0,9.0,5.4548672671223395,58.0,1.0,178.0,14.0,3.0,0.5424390249494093,-0.6280797445172603,2019-02-18,3044
1,WM,ADC,3.0,13.0,7.0404280729743265,41.0,2.0,76.0,5.0,5.0,0.5973562504407199,1.6098601832737596,2019-03-21,3045
1,AM,HDO,4.0,10.0,3.1496012700110922,35.0,1.0,103.0,28.0,5.0,0.1688904417622154,-3.8818476227804153,2019-02-19,3046
1,SB,ADC,3.0,7.0,5.124109024792541,51.0,1.0,133.0,16.0,5.0,0.4380242767952114,-1.0949284924327238,2019-03-21,3047
1,WM,GLI,3.0,12.0,9.134255130864474,47.0,1.0,138.0,15.0,2.0,0.8737060395732645,4.565192553654635,2019-03-21,3048
0,AM,POR,1.0,13.0,5.0700609284851135,26.0,2.0,157.0,16.0,6.0,0.49744154159167686,-1.1712146823417209,2019-03-20,3049
1,SB,ADC,3.0,9.0,6.747372381685705,38.0,1.0,85.0,18.0,6.0,0.5373557774103025,1.196226704077864,2019-01-05,3050
1,WM,HDO,4.0,17.0,3.9572436028786924,35.0,2.0,117.0,25.0,4.0,0.4305433573118819,-2.741900786665563,2019-03-13,3051
1,SB,ABD,3.0,12.0,6.214079462202966,43.0,1.0,57.0,9.0,6.0,0.6111920952918307,0.44351036969713487,2019-02-14,3052
1,IB,ADC,4.0,13.0,5.046919386384594,69.0,1.0,116.0,15.0,4.0,0.5261740706364897,-1.2038778138131006,2019-03-10,3053
1,IB,POR,3.0,13.0,5.948598360078724,45.0,1.0,155.0,11.0,3.0,0.6516322178249986,0.06879704660981378,2019-01-20,3054
1,SB,POR,4.0,8.0,3.862569558520855,37.0,1.0,112.0,22.0,5.0,0.323171376703479,-2.8755284742394958,2019-03-15,3055
1,WM,AML,4.0,11.0,4.860822625443209,44.0,1.0,104.0,16.0,4.0,0.5229543684209826,-1.4665441021107086,2019-03-15,3056
1,WM,QHA,4.0,8.0,4.514516376603357,40.0,1.0,135.0,18.0,6.0,0.5108098919544376,-1.9553380850735946,2019-02-19,3057
1,IB,QHA,3.0,8.0,6.263667068665129,52.0,2.0,55.0,12.0,7.0,0.4606582528139414,0.513500800852899,2019-03-20,3058
0,IB,NAP,3.0,11.0,4.082399083385994,40.0,2.0,163.0,14.0,5.0,0.3514831496541106,-2.565250073570612,2019-03-26,3059
1,WM,NAP,4.0,9.0,5.674751519596571,57.0,1.0,86.0,16.0,5.0,0.4426566216047502,-0.31772409856009154,2019-02-03,3060
1,SB,GLI,4.0,11.0,6.483495832849925,41.0,1.0,98.0,15.0,3.0,0.6242561561846334,0.8237781278594523,2019-02-22,3061
1,SB,HDO,4.0,13.0,3.7925470330505258,53.0,1.0,174.0,18.0,4.0,0.49734768240087346,-2.974361773483803,2019-03-17,3062
0,IB,AML,3.0,9.0,2.9242277587636663,40.0,2.0,152.0,17.0,6.0,0.3173352579122732,-4.199951083477435,2019-01-25,3063
1,AM,AML,4.0,13.0,7.2349959974501585,36.0,1.0,97.0,11.0,3.0,0.591844582846311,1.884483096027913,2019-03-10,3064
1,AM,ABD,4.0,8.0,4.002356730861342,35.0,1.0,146.0,20.0,5.0,0.4440334010149093,-2.678225858521972,2019-03-05,3065
0,IB,POR,3.0,10.0,4.100458911212417,50.0,1.0,180.0,15.0,4.0,0.3409719326894062,-2.5397595281228336,2019-01-08,3066
1,SB,POR,3.0,9.0,7.122211653581868,39.0,1.0,91.0,21.0,5.0,0.6576171258409054,1.7252936247436894,2019-02-22,3067
1,IB,GHL,3.0,9.0,5.468505751705474,36.0,1.0,93.0,14.0,5.0,0.42646316776388665,-0.6088297043481868,2019-03-23,3068
1,IB,GLI,3.0,14.0,6.4601957104239425,31.0,2.0,71.0,20.0,5.0,0.5724058546670648,0.7908911681748589,2019-02-05,3069
0,SB,GLI,3.0,3.0,6.6961983740494695,9.0,2.0,119.0,20.0,7.0,0.3973969232124035,1.1239971468565146,2019-03-02,3070
0,IB,AML,3.0,7.0,7.826922660842116,45.0,1.0,88.0,10.0,5.0,0.6428588812149916,2.7199580329964523,2019-01-22,3071
1,IB,QHA,2.0,11.0,6.288204273831793,31.0,2.0,106.0,7.0,6.0,0.6302437646679026,0.5481338410719854,2019-01-18,3072
1,SB,ADC,3.0,10.0,6.936973478370401,43.0,1.0,133.0,17.0,3.0,0.6884865346213553,1.4638391873440895,2019-01-22,3073
1,IB,NAP,2.0,12.0,6.714552651730584,36.0,1.0,95.0,12.0,4.0,0.5168523691348633,1.1499032935755356,2019-03-01,3074
1,WM,QHA,2.0,10.0,7.814813098039128,20.0,1.0,86.0,11.0,5.0,0.7427131184682512,2.7028659895977514,2019-03-29,3075
1,SB,POR,4.0,10.0,4.5565799938834495,57.0,1.0,130.0,15.0,4.0,0.5129486313199927,-1.8959673890580255,2019-03-19,3076
1,SB,NAP,2.0,10.0,6.77429023831164,38.0,2.0,115.0,11.0,6.0,0.5093252341114906,1.2342199149918829,2019-03-20,3077
1,IB,POR,3.0,9.0,4.205302628976135,40.0,1.0,131.0,14.0,5.0,0.4210142444308858,-2.391777854196807,2019-03-23,3078
1,WM,ADC,3.0,11.0,8.451812816743889,31.0,1.0,98.0,13.0,3.0,0.6947934662420859,3.6019592941367815,2019-01-18,3079
1,WM,GLI,4.0,14.0,4.243202812486187,41.0,1.0,102.0,15.0,4.0,0.5114348510840003,-2.338283637113046,2019-02-25,3080
0,AM,ABD,4.0,5.0,5.66196447528338,25.0,1.0,118.0,7.0,5.0,0.510430945040447,-0.3357723732912169,2019-02-04,3081
0,SB,NAP,3.0,10.0,3.771299026761186,73.0,2.0,137.0,12.0,5.0,0.3173738085012625,-3.0043522736811856,2019-03-06,3082
0,WM,ADC,2.0,11.0,4.930549010473484,42.0,2.0,140.0,14.0,5.0,0.41647222325057237,-1.3681287903144916,2019-03-20,3083
1,SB,ADC,4.0,8.0,3.262543045227357,21.0,1.0,150.0,21.0,5.0,0.3615872269739681,-3.722435945007351,2019-01-09,3084
1,AM,HDO,3.0,10.0,9.20698398198658,48.0,1.0,114.0,16.0,4.0,0.87494661437578,4.66784569645925,2019-01-04,3085
1,IB,GHL,4.0,13.0,3.778521030901526,38.0,1.0,172.0,22.0,5.0,0.5754541927140455,-2.9941587753525907,2019-02-13,3086
1,IB,HDO,4.0,9.0,5.69241270616776,49.0,1.0,104.0,12.0,4.0,0.4063597287608859,-0.2927962153442898,2019-01-23,3087
1,WM,ADC,3.0,12.0,8.10132659394407,59.0,2.0,102.0,7.0,4.0,0.6696656585247011,3.107265486589679,2019-01-17,3088
0,SB,AML,3.0,10.0,5.430411519159897,35.0,2.0,128.0,18.0,5.0,0.36036007039818635,-0.6625978119588519,2019-02-07,3089
0,WM,GLI,2.0,12.0,4.420266616618941,39.0,1.0,154.0,16.0,5.0,0.5469811935550626,-2.088366916434312,2019-01-20,3090
0,WM,GHL,2.0,12.0,6.481940904021067,44.0,2.0,157.0,17.0,6.0,0.645140742355298,0.8215834234380701,2019-02-20,3091
1,AM,POR,4.0,13.0,6.857671260649719,25.0,2.0,136.0,10.0,2.0,0.4639690602310756,1.3519080657217133,2019-03-25,3092
1,SB,ZEF,3.0,12.0,5.422577157348664,39.0,1.0,120.0,17.0,4.0,0.5321019214489893,-0.6736556225716065,2019-03-18,3093
1,IB,QHA,3.0,8.0,6.123654718957411,39.0,1.0,107.0,17.0,5.0,0.617476097643409,0.3158803585221672,2019-01-10,3094
